,posicao,fortuna,industria,nome_completo,idade,pais_de_residencia,fonte,genero,ipca_do_pais,variacao_do_ipca,pib_do_pais,expectativa_de_vida,receita_tributaria,taxa_de_imposto,pop_do_pais,continente
2051,2020,1400,Finanças e investimentos,Niti Osathanugrah,49,Thailand,"Bebidas energéticas, investimentos",Masc,113.27,0.7,543649976166,76.9,14.9,29.5,69625582,Asia
2052,2020,1400,Finanças e investimentos,Gretel Packer,57,Australia,Investimentos,Fem,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
2053,2020,1400,Manufatura,Pan Longquan,58,China,Manufatura,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2054,2020,1400,Imobiliário,Pan Shiyi,60,China,Imóveis,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2055,2020,1400,Saúde,David Paul,56,United States,Dispositivos médicos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2056,2020,1400,Moda e varejo,Tom Persson,38,Sweden,H&M,Masc,110.51,1.8,530832908738,82.5,27.9,49.1,10285453,Europe
2057,2020,1400,Automotivo,Qian Jinghong,50,China,Scooters elétricos,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2058,2020,1400,Manufatura,Qin Long,57,China,Pneus,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2059,2020,1400,Saúde,M.Satyanarayana Reddy,65,India,Farmacêutico,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2060,2020,1400,Diversificado,Mochtar Riady & family,93,Indonesia,Diversificados,Masc,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917,Asia
2061,2020,1400,Moda e varejo,Rihanna,35,United States,"Música, cosméticos",Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2062,2020,1400,Construção e engenharia,Boris Rotenberg,66,Russia,"Construção, tubulações, produtos químicos",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2063,2020,1400,Imobiliário,Subhash Runwal,79,India,Imóveis,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2064,2020,1400,Manufatura,Igor Rybakov,50,Russia,Materiais de construção,Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2065,2020,1400,Saúde,Carlos Sanchez,61,Brazil,Medicamentos genéricos,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
2066,2020,1400,Imobiliário,Martin Selig,85,United States,Imóveis,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2067,2020,1400,Energia,Airat Shaimiev,61,Russia,"Refinaria, produtos químicos",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2068,2020,1400,Energia,Radik Shaimiev,58,Russia,"Refinaria, produtos químicos",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2069,2020,1400,Moda e varejo,Nobutoshi Shimamura,97,Japan,Varejo,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
2070,2020,1400,Tecnologia,Jared Smith,48,United States,Computação em nuvem,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2071,2020,1400,Moda e varejo,Charlotte Soderstrom,46,Sweden,H&M,Fem,110.51,1.8,530832908738,82.5,27.9,49.1,10285453,Europe
2072,2020,1400,Saúde,Anand Surana,52,India,Farmacêutico,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2073,2020,1400,Saúde,Dilip Surana,57,India,Farmacêutico,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2074,2020,1400,Finanças e investimentos,Wilma Tisch,95,United States,Diversificados,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2075,2020,1400,Tecnologia,Jianyi Wang,60,China,Cabos de fibra óptica,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2076,2020,1400,Logística,Wang Jilei,58,China,Logística,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2077,2020,1400,Manufatura,Shuifu Wang,68,China,Manufatura,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2078,2020,1400,Manufatura,Wang Yanqing & family,76,China,Produtos de fibra de carbono,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2079,2020,1400,Metais e mineração,Wang Zelong,26,China,Produtos químicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2080,2020,1400,Manufatura,Werner O. Weber,84,Switzerland,Componentes eletrônicos,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
2081,2020,1400,Manufatura,Anne Werninghaus,37,Brazil,Maquinário industrial,Fem,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
2082,2020,1400,Finanças e investimentos,"Alfred West, Jr.",80,United States,Gerenciamento de dinheiro,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2083,2020,1400,Manufatura,Bo Wu,68,China,Maquinário,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2084,2020,1400,Manufatura,Wu Chaoqun,53,China,Produtos químicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2085,2020,1400,Tecnologia,Swift Xie,43,China,Drones,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2086,2020,1400,Manufatura,Xu Guozhong & family,59,China,Motores,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2087,2020,1400,Alimentos e bebidas,Yao Kuizhang,58,China,Bebidas,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2088,2020,1400,Imobiliário,Yu Peidi,63,China,Imóveis,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2089,2020,1400,Saúde,Yuan Liping,52,China,Farmacêutico,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2090,2020,1400,Manufatura,Zhang Chuanwei & family,60,China,Maquinário,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2091,2020,1400,Imobiliário,Zhang Keqiang,62,China,Imóveis,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2092,2020,1400,Imobiliário,Zhang Xin,57,China,Imóveis,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2093,2020,1400,Manufatura,Xinghai Zhang & family,60,China,Maquinário,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2094,2020,1400,Manufatura,Zheng Jianjiang & family,62,China,Equipamentos elétricos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2095,2020,1400,Imobiliário,Zhong Sheng Jian,65,Singapore,Imóveis,Masc,114.41,0.6,372062527489,83.1,13.1,21.0,5703569,Asia
2096,2020,1400,Moda e varejo,Zhou Chengjian,57,China,Varejo de moda,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2097,2020,1400,Diversificado,Boris Zingarevich,63,Russia,"Papel e celulose, diversificados",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2098,2133,1300,Automotivo,A. Jayson Adair,53,United States,Carros danificados,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2099,2133,1300,Logística,Soegiarto Adikoesoemo,85,Indonesia,Produtos químicos,Masc,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917,Asia
2100,2133,1300,Saúde,Rajendra Agarwal,64,India,Farmacêutico,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2101,2133,1300,Saúde,Chirayu Amin,76,India,Farmacêutico,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2102,2133,1300,Imobiliário,Anant Asavabhokhin,72,Thailand,Imóveis,Masc,113.27,0.7,543649976166,76.9,14.9,29.5,69625582,Asia
2103,2133,1300,Finanças e investimentos,Roman Avdeev,55,Russia,"Bancos, desenvolvimento",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2104,2133,1300,Automotivo,Ziv Aviram,64,Israel,Tecnologia automotiva,Masc,108.15,0.8,395098666122,82.8,23.1,25.3,9053300,Asia
2105,2133,1300,Moda e varejo,Sachin Bansal,41,India,Flipkart,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2106,2133,1300,Energia,Kiki Barki,83,Indonesia,Carvão,Masc,151.18,3.0,1119190780753,71.5,10.2,30.1,270203917,Asia
2107,2133,1300,Construção e engenharia,Elena Baturina,60,United Kingdom,"Investimentos, imóveis",Fem,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
2108,2133,1300,Saúde,Banwari Lal Bawri,70,India,Farmacêutico,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2109,2133,1300,Finanças e investimentos,Othman Benjelloun & family,90,Morocco,"Bancos, seguros",Masc,111.07,0.2,118725279596,76.5,21.9,45.8,36910560,Africa
2110,2133,1300,Diversificado,Hari Bhartia,66,India,Diversificados,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2111,2133,1300,Saúde,Shyam Bhartia,70,India,"Produtos farmacêuticos, alimentos",Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2112,2133,1300,Tecnologia,Stewart Butterfield,50,United States,Software de mensagens,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2113,2133,1300,Tecnologia,Cai Mingtong,71,China,Componentes eletrônicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2114,2133,1300,Tecnologia,Anthony Casalena,40,United States,Software,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2115,2133,1300,Manufatura,Chang Jianming & family,58,China,Equipamentos industriais,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2117,2133,1300,Metais e mineração,Chen Xuehua,62,China,Processamento de minerais,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2118,2133,1300,Manufatura,Chen Yin,50,China,Ferramentas elétricas,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2120,2133,1300,Telecomunicações,R. Marcelo Claure,52,United States,Distribuição de telefones celulares,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2121,2133,1300,Finanças e investimentos,Alberto Cortina,77,Spain,Investimentos,Masc,110.96,0.7,1394116310769,83.3,14.2,47.0,47076781,Europe
2122,2133,1300,Imobiliário,Eduardo Costantini,76,Argentina,Imóveis,Masc,232.75,53.5,449663446954,76.5,10.1,106.3,44938712,South America
2123,2133,1300,Alimentos e bebidas,Wenjun Dai,54,China,Alimentos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2124,2133,1300,Tecnologia,Anand Deshpande,60,India,Tecnologia,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2125,2133,1300,Mídia e entretenimento,Aydin Dogan,86,Turkey,Mídia,Masc,234.44,15.2,754411708203,77.4,17.9,42.3,83429615,Asia
2126,2133,1300,Finanças e investimentos,Annalisa Doris,52,Italy,Serviços financeiros,Fem,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
2127,2133,1300,Finanças e investimentos,Massimo Doris,55,Italy,Serviços financeiros,Masc,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
2128,2133,1300,Saúde,Weimin Du,59,China,Vacinas,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2129,2133,1300,Energia,Timothy Dunn & family,67,United States,Energia,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2130,2133,1300,Mídia e entretenimento,Keiko Erikawa,74,Japan,Videogames,Fem,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
2131,2133,1300,Mídia e entretenimento,Yoichi Erikawa,72,Japan,Videogames,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
2132,2133,1300,Finanças e investimentos,Philip Fayer,45,Canada,Pagamentos on-line,Masc,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
2133,2133,1300,Imobiliário,Marvy Finger,87,United States,Imóveis,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2134,2133,1300,Construção e engenharia,Simona Giorgetta,45,Italy,Produtos químicos,Fem,110.62,0.6,2001244392042,82.9,24.3,59.1,60297396,Europe
2135,2133,1300,Finanças e investimentos,Joel Greenberg,65,United States,"Comércio, investimentos",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2136,2133,1300,Finanças e investimentos,He Zhiping,59,China,Investimentos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2137,2133,1300,Manufatura,Heikki Herlin,36,Finland,"Elevadores, escadas rolantes",Masc,112.33,1.0,268761201365,81.7,20.8,36.6,5520314,Europe
2138,2133,1300,Imobiliário,Hoi Kin Hong,70,China,Imóveis,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2139,2133,1300,Finanças e investimentos,Gregg Hymowitz,57,United States,Gerenciamento de ativos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2140,2133,1300,Serviços,Mitchell Jacobson,72,United States,Equipamentos industriais,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2141,2133,1300,Manufatura,Anurang Jain,61,India,Autopeças,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2142,2133,1300,Manufatura,Jiang Guiting & family,64,China,Manufatura,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2143,2133,1300,Manufatura,Jin Xin,56,China,Manufatura,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2144,2133,1300,Finanças e investimentos,Conni Jonsson,62,Sweden,Gerenciamento de ativos,Masc,110.51,1.8,530832908738,82.5,27.9,49.1,10285453,Europe
2145,2133,1300,Finanças e investimentos,George Joseph,101,United States,Seguros,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2146,2133,1300,Tecnologia,Laurent Junique,57,Singapore,Centros de chamadas,Masc,114.41,0.6,372062527489,83.1,13.1,21.0,5703569,Asia
2147,2133,1300,Diversificado,Zbigniew Juroszek & family,60,Poland,"Imóveis, jogos de azar",Masc,114.11,2.2,592164400688,77.6,17.4,40.8,37970874,Europe
2148,2133,1300,Tecnologia,Alexander Karp,55,United States,Empresa de software,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2149,2133,1300,Saúde,Joe Kiani,58,United States,Dispositivos médicos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2150,2133,1300,Finanças e investimentos,Seth Klarman,65,United States,Investimentos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2151,2133,1300,Tecnologia,Kagemasa Kozuki,82,Japan,Videogames,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
2152,2133,1300,Tecnologia,Michael Krasny,69,United States,Varejo,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2153,2133,1300,Tecnologia,Eduard Kucera,70,Czech Republic,Software,Masc,116.48,2.8,246489245495,79.0,14.9,46.1,10669709,Europe
2154,2133,1300,Finanças e investimentos,Kristo Käärmann,42,United Kingdom,"Pagamentos, serviços bancários",Masc,119.62,1.7,2827113184696,81.3,25.5,30.6,66834405,Europe
2155,2133,1300,Moda e varejo,Gary Lauder,60,United States,Estée Lauder,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2156,2133,1300,Tecnologia,Lee Hae-jin,55,South Korea,Internet,Masc,115.16,0.4,2029000000000,82.6,15.6,33.2,51709098,Asia
2157,2133,1300,Diversificado,Art Levinson,73,United States,"Genentech, Apple",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2158,2133,1300,Alimentos e bebidas,Li Denghai,73,China,Produção de sementes,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2159,2133,1300,Diversificado,Fengluan Li,61,China,"Aço, diversificado",Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2160,2133,1300,Manufatura,Li Yongqing,58,China,Petro Firbe,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2161,2133,1300,Manufatura,Li Zhigang,46,China,Maquinário,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2162,2133,1300,Saúde,Liu Gexin & family,71,China,Farmacêutico,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2163,2133,1300,Alimentos e bebidas,Itamar Locks & family,68,Brazil,Agronegócios,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
2164,2133,1300,Mídia e entretenimento,Lu Hongyan,45,China,Jogos on-line,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2165,2133,1300,Saúde,Lv Jianming,58,China,Equipamentos médicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2166,2133,1300,Alimentos e bebidas,Blairo Maggi,66,Brazil,Agronegócios,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
2167,2133,1300,Diversificado,Yasseen Mansour,61,Egypt,Diversificados,Masc,288.57,9.2,303175127598,71.8,12.5,44.4,100388073,Africa
2168,2133,1300,Moda e varejo,Charlwin Mao,59,China,Comércio eletrônico,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2169,2133,1300,Imobiliário,George Marcus,81,United States,Imóveis,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2170,2133,1300,Saúde,Yves-Loic Martin,57,France,Serviços de laboratório,Masc,110.05,1.1,2715518274227,82.5,24.2,60.7,67059887,Europe
2171,2133,1300,Finanças e investimentos,Carsten Maschmeyer,63,Germany,Serviços financeiros,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
2172,2133,1300,Logística,Martin Moller Nielsen,58,Switzerland,Aluguel de aeronaves,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
2173,2133,1300,Finanças e investimentos,Jahm Najafi,60,United States,Investimentos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2174,2133,1300,Finanças e investimentos,Randal Nardone,67,United States,"Investimentos, energia",Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2175,2133,1300,Alimentos e bebidas,Nguyen Dang Quang,59,Vietnam,"Produtos de consumo, bancos",Masc,163.52,2.8,261921244843,75.3,19.1,37.6,96462106,Asia
2176,2133,1300,Jogos de azar e cassinos,Kazuo Okada,80,Japan,Cassinos,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
2177,2133,1300,Saúde,John Oyler,55,United States,Biotecnologia,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2178,2133,1300,Manufatura,George Pedersen & family,87,United States,Empreiteiras de defesa,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2179,2133,1300,Moda e varejo,Qu Miranda,38,China,Comércio eletrônico,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2180,2133,1300,Imobiliário,Jupally Rameshwar Rao,67,India,Imóveis,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2181,2133,1300,Logística,G. M. Rao,72,India,Infraestrutura,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2182,2133,1300,Saúde,P.V. Ramprasad Reddy,65,India,Farmacêutico,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2183,2133,1300,Saúde,Satish Reddy,55,India,Farmacêutico,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2184,2133,1300,Moda e varejo,Fernando Roig,75,Spain,Supermercados,Masc,110.96,0.7,1394116310769,83.3,14.2,47.0,47076781,Europe
2185,2133,1300,Diversificado,Igor Rotenberg,49,Russia,"Investimentos, imóveis",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2186,2133,1300,Manufatura,Seifeddin Rustamov,60,United States,Produtos químicos,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2187,2133,1300,Diversificado,Deniz Sahenk,77,Turkey,Diversificados,Fem,234.44,15.2,754411708203,77.4,17.9,42.3,83429615,Asia
2188,2133,1300,Alimentos e bebidas,Nobutada Saji,77,Japan,Bebidas,Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
2189,2133,1300,Jogos de azar e cassinos,Hajime Satomi,81,Japan,"Videogames, pachinko",Masc,105.48,0.5,5081769542380,84.2,11.9,46.7,126226568,Asia
2190,2133,1300,Tecnologia,James Scapa,66,United States,Software,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2191,2133,1300,Saúde,Devi Shetty,70,India,Saúde,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2192,2133,1300,Diversificado,Albert Shigaboutdinov,70,Russia,"Refinaria, produtos químicos",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2193,2133,1300,Alimentos e bebidas,Denis Shtengelov,50,Australia,"Alimentos, varejo",Masc,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
2194,2133,1300,Manufatura,Fei Song,56,China,Maquinário,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2195,2133,1300,Esportes,Hal Steinbrenner,54,United States,Esportes,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2196,2133,1300,Esportes,Jessica Steinbrenner,59,United States,Esportes,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2197,2133,1300,Esportes,Jennifer Steinbrenner Swindal,63,United States,Esportes,Fem,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2198,2133,1300,Metais e mineração,Konstantin Strukov & family,64,Russia,"Ouro, mineração de carvão",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2199,2133,1300,Energia,Rustem Sulteev,69,Russia,"Refinaria, produtos químicos",Masc,180.75,4.5,1699876578871,72.7,11.4,46.2,144373535,Europe
2200,2133,1300,Alimentos e bebidas,Clemens Toennies,66,Germany,Processamento de carne,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
2201,2133,1300,Alimentos e bebidas,Robert Toennies,44,Germany,Processamento de carne,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
2202,2133,1300,Imobiliário,John Van Lieshout,77,Australia,Imóveis,Masc,119.8,1.6,1392680589329,82.7,23.0,47.4,25766605,Oceania
2203,2133,1300,Saúde,Pongsak Viddayakorn,89,Thailand,Hospitais,Masc,113.27,0.7,543649976166,76.9,14.9,29.5,69625582,Asia
2204,2133,1300,Moda e varejo,Wang Jianguo,63,China,Varejo,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2205,2133,1300,Serviços,Junjin Wang,54,China,Companhias aéreas,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2206,2133,1300,Manufatura,Wang Mingwang,55,China,Componentes eletrônicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2207,2133,1300,Tecnologia,Wei Lidong & family,47,China,Software,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2209,2133,1300,Manufatura,Wu Xiaoge,50,China,Componentes de baterias,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2210,2133,1300,Diversificado,Wu Xushun & family,74,China,Internet,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2211,2133,1300,Saúde,Xiong Xiaochuan,57,China,Dispositivos médicos,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2212,2133,1300,Tecnologia,Xu Shaochun,60,China,Software,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2213,2133,1300,Tecnologia,Yan Jane & family,53,China,Software,Fem,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2214,2133,1300,Manufatura,Zeng Chaoyi,54,China,Produtos de alumínio,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2215,2133,1300,Serviços,Peng Zhao,52,China,Online recruitment,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2217,2133,1300,Metais e mineração,Kostyantin Zhevago,49,Ukraine,Mineração,Masc,281.66,7.9,153781069118,71.6,20.1,45.2,44385155,Europe
2218,2133,1300,Manufatura,Zong Yanmin,59,China,Semiconductor materials,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2219,2259,1200,Finanças e investimentos,Sanjay Agarwal,52,India,Bancos,Masc,180.44,7.7,2611000000000,69.4,11.2,49.7,1366417754,Asia
2220,2259,1200,Finanças e investimentos,Hamad bin Jassim bin Jaber Al Thani,63,Qatar,Investimentos,Masc,115.38,-0.7,183466208791,80.1,14.7,11.3,2832067,Asia
2221,2259,1200,Diversificado,Joao Alves de Queiroz Filho,70,Brazil,Farmacêutico,Masc,167.4,3.7,1839758040766,75.7,14.2,65.1,212559417,South America
2222,2259,1200,Metais e mineração,Jose Maria Aristrain,60,Switzerland,Aço,Masc,99.55,0.4,703082435360,83.6,10.1,28.8,8574832,Europe
2223,2259,1200,Finanças e investimentos,Michael Arougheti,50,United States,Finanças,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2224,2259,1200,Tecnologia,Tope Awotona,41,United States,Software,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2225,2259,1200,Saúde,Mehmet Aydinlar,66,Turkey,Hospitais,Masc,234.44,15.2,754411708203,77.4,17.9,42.3,83429615,Asia
2226,2259,1200,Imobiliário,Danna Azrieli,55,Israel,Imóveis,Fem,108.15,0.8,395098666122,82.8,23.1,25.3,9053300,Asia
2227,2259,1200,Imobiliário,Naomi Azrieli,57,Canada,Imóveis,Fem,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
2228,2259,1200,Imobiliário,Sharon Azrieli,62,Canada,Imóveis,Fem,116.76,1.9,1736425629520,81.9,12.8,24.5,36991981,North America
2229,2259,1200,Energia,Bai Houshan,59,China,Lithium battery,Masc,125.08,2.9,19910000000000,77.0,9.4,59.2,1397715000,Asia
2230,2259,1200,Finanças e investimentos,Thomas Bailey,86,United States,Gerenciamento de dinheiro,Masc,117.24,7.5,21427700000000,78.5,9.6,36.6,328239523,North America
2231,2259,1200,Saúde,Bernhard Braun-Luedicke,46,Germany,Tecnologia médica,Masc,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
2232,2259,1200,Saúde,Eva Maria Braun-Luedicke,36,Germany,Tecnologia médica,Fem,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
2233,2259,1200,Saúde,Friederike Braun-Luedicke,39,Germany,Tecnologia médica,Fem,112.85,1.4,3845630030824,80.9,11.5,48.8,83132799,Europe
2234,2259,1200,Imobiliário,Jeffrey Cheah,78,Malaysia,"Imóveis, saúde",Masc,121.46,0.7,364701517788,76.0,12.0,38.7,32447385,Asia
