,posicao,fortuna,industria,nome_completo,idade,pais_de_residencia,city_of_residence,fonte,citizenship,genero,birth_date,last_name,first_name,residence_state,residence_region,birth_year,birth_month,birth_day,ipca_do_pais,variacao_do_ipca,pib_do_pais,g_tertiary_ed_enroll,g_primary_ed_enroll,expectativa_de_vida,receita_tributaria,taxa_de_imposto,pop_do_pais,country_lat,country_long,continente
2311,2259,1200,Alimentos e bebidas,Francesco Saputo,72,Canada,Montreal,Queijo,Canada,Masc,1951-01-01,Saputo,Francesco,No subdivisions info,No subdivisions info,1951,1,1,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,North America
2312,2259,1200,Construção e engenharia,Dhruv Sawhney,78,United Arab Emirates,Dubai,"Engenharia, açúcar",India,Masc,1944-06-26,Sawhney,Dhruv,No subdivisions info,No subdivisions info,1944,6,26,114.52,-1.9,421142267938,36.8,108.4,77.8,0.1,15.9,9770529,23.424076,53.847818,Asia
2313,2259,1200,Finanças e investimentos,Gerald Schwartz,81,Canada,Toronto,Finanças,Canada,Masc,1941-11-24,Schwartz,Gerald,No subdivisions info,No subdivisions info,1941,11,24,116.76,1.9,1736425629520,68.9,100.9,81.9,12.8,24.5,36991981,56.130366,-106.346771,North America
2314,2259,1200,Moda e varejo,Antonio Luiz Seabra,80,United Kingdom,London,Cosméticos,Brazil,Masc,1943-01-01,Seabra,Antonio Luiz,No subdivisions info,No subdivisions info,1943,1,1,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2315,2259,1200,Tecnologia,Eric Ya Shen,52,China,Guangzhou,Varejo on-line de vestuário,China,Masc,1971-01-01,Shen,Eric Ya,No subdivisions info,No subdivisions info,1971,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2316,2259,1200,Tecnologia,Sytse 'Sid' Sijbrandij,43,United States,San Francisco,Software,Netherlands,Masc,1979-08-01,Sijbrandij,Sytse 'Sid',California,West,1979,8,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2317,2259,1200,Automotivo,Alexander Sixt,43,Germany,Munich,Aluguel de carros,Germany,Masc,1979-10-24,Sixt,Alexander,No subdivisions info,No subdivisions info,1979,10,24,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
2318,2259,1200,Automotivo,Konstantin Sixt,40,Germany,Munich,Aluguel de carros,Germany,Masc,1982-12-02,Sixt,Konstantin,No subdivisions info,No subdivisions info,1982,12,2,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
2319,2259,1200,Energia,Edwin Soeryadjaya,73,Indonesia,Jakarta,"Carvão, investimentos",Indonesia,Masc,1949-07-17,Soeryadjaya,Edwin,No subdivisions info,No subdivisions info,1949,7,17,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,Asia
2320,2259,1200,Saúde,Abhay Soi,49,India,Mumbai,Saúde,India,Masc,1973-08-19,Soi,Abhay,No subdivisions info,No subdivisions info,1973,8,19,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2321,2259,1200,Tecnologia,Mike Speiser,52,United Kingdom,London,Software,United States,Masc,1971-01-25,Speiser,Mike,No subdivisions info,No subdivisions info,1971,1,25,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2322,2259,1200,Construção e engenharia,Marco Squinzi,51,Italy,Milan,Produtos químicos,Italy,Masc,1971-09-23,Squinzi,Marco,No subdivisions info,No subdivisions info,1971,9,23,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
2323,2259,1200,Construção e engenharia,Veronica Squinzi,51,Italy,Milan,Produtos químicos,Italy,Fem,1972-01-01,Squinzi,Veronica,No subdivisions info,No subdivisions info,1972,1,1,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
2324,2259,1200,Finanças e investimentos,Michael Steinhardt,82,United States,Mount Kisco,Fundos de hedge,United States,Masc,1940-12-07,Steinhardt,Michael,New York,Northeast,1940,12,7,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2325,2259,1200,Tecnologia,Ion Stoica,58,United States,Berkeley,Análise de dados,Romania,Masc,1965-02-12,Stoica,Ion,California,West,1965,2,12,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2326,2259,1200,Metais e mineração,Eddy Sugianto,77,Indonesia,Jakarta,Carvão,Indonesia,Masc,1946-02-11,Sugianto,Eddy,No subdivisions info,No subdivisions info,1946,2,11,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,Asia
2327,2259,1200,Manufatura,Luc Tack,61,Belgium,Deinze,"Têxtil, produtos químicos",Belgium,Masc,1961-09-01,Tack,Luc,No subdivisions info,No subdivisions info,1961,9,1,117.11,1.4,529606710418,79.7,103.9,81.6,24.0,55.4,11484055,50.503887,4.469936,Europe
2328,2259,1200,Alimentos e bebidas,Tony Tan Caktiong,70,Philippines,Manila,Alimentos,Philippines,Masc,1953-01-05,Tan Caktiong,Tony,No subdivisions info,No subdivisions info,1953,1,5,129.61,2.5,376795508680,35.5,107.5,71.1,14.0,43.1,108116615,12.879721,121.774017,Asia
2329,2259,1200,Manufatura,Xiuguo Tang,59,China,Changsha,Manufatura,China,Masc,1963-08-25,Tang,Xiuguo,No subdivisions info,No subdivisions info,1963,8,25,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2330,2259,1200,Imobiliário,Sam Tarascio,78,Australia,Melbourne,Imóveis,Australia,Masc,1944-07-22,Tarascio,Sam,No subdivisions info,No subdivisions info,1944,7,22,119.8,1.6,1392680589329,113.1,100.3,82.7,23.0,47.4,25766605,-25.274398,133.775136,Oceania
2331,2259,1200,Finanças e investimentos,Lina Tombolato,75,Italy,Tombolo,Serviços financeiros,Italy,Fem,1947-07-28,Tombolato,Lina,No subdivisions info,No subdivisions info,1947,7,28,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
2332,2259,1200,Manufatura,Ching Bor Tung,60,China,Dongguan,Manufatura,China,Masc,1963-01-01,Tung,Ching Bor,No subdivisions info,No subdivisions info,1963,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2333,2259,1200,Mídia e entretenimento,Joop van den Ende,81,Netherlands,Baarn,Programas de TV,Netherlands,Masc,1942-02-23,van den Ende,Joop,No subdivisions info,No subdivisions info,1942,2,23,115.91,2.6,909070395161,85.0,104.2,81.8,23.0,41.2,17332850,52.132633,5.291266,Europe
2334,2259,1200,Finanças e investimentos,Ruben Vardanyan & family,54,Armenia,Erevan,Banco de investimentos,Armenia,Masc,1968-05-25,Vardanyan,Ruben,No subdivisions info,No subdivisions info,1968,5,25,129.18,1.4,13672802158,54.6,92.7,74.9,20.9,22.6,2957731,40.069099,45.038189,Europe
2335,2259,1200,Moda e varejo,Sandro Veronesi & family,63,Italy,Milan,Moda,Italy,Masc,1959-10-18,Veronesi,Sandro,No subdivisions info,No subdivisions info,1959,10,18,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
2336,2259,1200,Imobiliário,Thongma Vijitpongpun,65,Thailand,Bangkok,Imóveis,Thailand,Masc,1957-07-08,Vijitpongpun,Thongma,No subdivisions info,No subdivisions info,1957,7,8,113.27,0.7,543649976166,49.3,99.8,76.9,14.9,29.5,69625582,15.870032,100.992541,Asia
2338,2259,1200,Saúde,Wang Fuji,59,China,Zhangzhou,Farmacêutico,China,Masc,1964-01-01,Wang,Fuji,No subdivisions info,No subdivisions info,1964,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2340,2259,1200,Manufatura,Wang Xiaoshen,54,China,Urumchi,Lítio,China,Masc,1968-10-01,Wang,Xiaoshen,No subdivisions info,No subdivisions info,1968,10,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2341,2259,1200,Diversificado,J. Wayne Weaver,87,United States,Jacksonville,Calçados,United States,Masc,1935-09-01,Weaver,J. Wayne,Florida,South,1935,9,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2342,2259,1200,Alimentos e bebidas,Drorit Wertheim,67,Israel,Bnei Atarot,Coca Cola Israel,Israel,Fem,1956-01-01,Wertheim,Drorit,No subdivisions info,No subdivisions info,1956,1,1,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Asia
2343,2259,1200,Finanças e investimentos,Cameron Winklevoss,41,United States,New York,Criptomoeda,United States,Masc,1981-08-21,Winklevoss,Cameron,New York,Northeast,1981,8,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2344,2259,1200,Finanças e investimentos,Tyler Winklevoss,41,United States,New York,Criptomoeda,United States,Masc,1981-08-21,Winklevoss,Tyler,New York,Northeast,1981,8,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2347,2259,1200,Moda e varejo,Wu Yonghua,52,China,Xiamen,Vestuário,China,Masc,1971-01-01,Wu,Yonghua,No subdivisions info,No subdivisions info,1971,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2348,2259,1200,Manufatura,Xia Xinde,58,China,Guangzhou,Baterias,China,Masc,1964-10-15,Xia,Xinde,No subdivisions info,No subdivisions info,1964,10,15,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2349,2259,1200,Manufatura,Wenbo Xiang,60,China,Changsha,Manufatura,China,Masc,1962-06-21,Xiang,Wenbo,No subdivisions info,No subdivisions info,1962,6,21,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2350,2259,1200,Alimentos e bebidas,Xu Jin,58,China,Huaibei city,Vinhos,China,Masc,1965-01-24,Xu,Jin,No subdivisions info,No subdivisions info,1965,1,24,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2351,2259,1200,Manufatura,Xu Shijun & family,60,China,Nantong,Manufatura,China,Masc,1963-03-01,Xu,Shijun,No subdivisions info,No subdivisions info,1963,3,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2352,2259,1200,Serviços,Wanmao Xu,78,China,Ningbo,Educação ,China,Masc,1945-01-01,Xu,Wanmao,No subdivisions info,No subdivisions info,1945,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2353,2259,1200,Manufatura,Xu Yuejuan,61,China,Hangzhou,Petro Fibre,China,Fem,1962-01-24,Xu,Yuejuan,No subdivisions info,No subdivisions info,1962,1,24,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2354,2259,1200,Saúde,Vadim Yakunin,60,Russia,Moscow,Farmácia,Russia,Masc,1963-01-05,Yakunin,Vadim,No subdivisions info,No subdivisions info,1963,1,5,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
2355,2259,1200,Moda e varejo,Yang Yunyun,46,China,Guangzhou,Varejo,China,Fem,1977-01-01,Yang,Yunyun,No subdivisions info,No subdivisions info,1977,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2356,2259,1200,Tecnologia,Matei Zaharia,37,United States,Berkeley,Análise de dados,Romania,Masc,1985-04-21,Zaharia,Matei,California,West,1985,4,21,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2357,2259,1200,Diversificado,Zan Shengda,60,China,Nantong,Diversificados,China,Masc,1963-04-02,Zan,Shengda,No subdivisions info,No subdivisions info,1963,4,2,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2358,2259,1200,Tecnologia,Zhang Xuezheng,47,China,Jiaxing,Telecomunicações,China,Masc,1975-06-01,Zhang,Xuezheng,No subdivisions info,No subdivisions info,1975,6,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2359,2259,1200,Manufatura,Zhang Yin,66,China,Dongguan,Fabricação de papel,China,Fem,1957-02-01,Zhang,Yin,No subdivisions info,No subdivisions info,1957,2,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2360,2259,1200,Saúde,Ning Zhao,56,China,Shanghai,Farmacêutico,United States,Fem,1967-01-01,Zhao,Ning,No subdivisions info,No subdivisions info,1967,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2361,2259,1200,Manufatura,Zhou Wen & family,58,China,Shanghai,Produtos químicos,China,Masc,1965-03-06,Zhou,Wen,No subdivisions info,No subdivisions info,1965,3,6,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2362,2259,1200,Construção e engenharia,Zhu Xingliang,63,China,Suzhou,Construção civil,China,Masc,1959-05-01,Zhu,Xingliang,No subdivisions info,No subdivisions info,1959,5,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2363,2405,1100,Moda e varejo,Hari Krishan Agarwal,66,India,Delhi,Calçados esportivos,India,Masc,1956-04-05,Agarwal,Hari Krishan,No subdivisions info,No subdivisions info,1956,4,5,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2364,2405,1100,Energia,Farkhad Akhmedov,67,Russia,Moscow,Investimentos,Russia,Masc,1955-09-15,Akhmedov,Farkhad,No subdivisions info,No subdivisions info,1955,9,15,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
2365,2405,1100,Finanças e investimentos,Joseph Bae,51,United States,New York,Patrimônio privado,United States,Masc,1972-01-12,Bae,Joseph,New York,Northeast,1972,1,12,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2366,2405,1100,Alimentos e bebidas,Abigail Bennett,42,United States,Rochester,Bebidas alcoólicas,United States,Fem,1980-12-27,Bennett,Abigail,New York,Northeast,1980,12,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2367,2405,1100,Moda e varejo,Sara Blakely,52,United States,Atlanta,Spanx,United States,Fem,1971-02-27,Blakely,Sara,Georgia,South,1971,2,27,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2368,2405,1100,Finanças e investimentos,Lloyd Blankfein,68,United States,New York,Bancos,United States,Masc,1954-09-20,Blankfein,Lloyd,New York,Northeast,1954,9,20,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2369,2405,1100,Diversificado,Henadiy Boholyubov,61,Ukraine,Dnipro,"Bancos, investimentos",Ukraine,Masc,1962-01-01,Boholyubov,Henadiy,No subdivisions info,No subdivisions info,1962,1,1,281.66,7.9,153781069118,82.7,99.0,71.6,20.1,45.2,44385155,48.379433,31.16558,Europe
2370,2405,1100,Imobiliário,Stephane Bonvin,56,Switzerland,Lens,Imóveis,Switzerland,Masc,1967-01-01,Bonvin,Stephane,No subdivisions info,No subdivisions info,1967,1,1,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
2371,2405,1100,Diversificado,Oleg Boyko,58,Switzerland,Lipperswil,Diversificados,Russia,Masc,1964-09-28,Boyko,Oleg,No subdivisions info,No subdivisions info,1964,9,28,99.55,0.4,703082435360,59.6,105.2,83.6,10.1,28.8,8574832,46.818188,8.227512,Europe
2372,2405,1100,Tecnologia,Ryan Breslow,28,United States,Miami,Software de comércio eletrônico,United States,Masc,1994-05-20,Breslow,Ryan,Florida,South,1994,5,20,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2373,2405,1100,Moda e varejo,Thomas Bruch,72,Germany,St. Wendel,Varejo,Germany,Masc,1950-04-25,Bruch,Thomas,No subdivisions info,No subdivisions info,1950,4,25,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
2374,2405,1100,Tecnologia,Marina Budiman,61,Indonesia,Jakarta,Centros de dados,Indonesia,Fem,1961-09-05,Budiman,Marina,No subdivisions info,No subdivisions info,1961,9,5,151.18,3.0,1119190780753,36.3,106.4,71.5,10.2,30.1,270203917,-0.789275,113.921327,Asia
2375,2405,1100,Alimentos e bebidas,Pradip Burman,80,India,Delhi,Bens de consumo,India,Masc,1942-11-02,Burman,Pradip,No subdivisions info,No subdivisions info,1942,11,2,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2376,2405,1100,Saúde,Cai Hongbin,59,China,Lianyungang,Farmacêutico,China,Masc,1964-01-01,Cai,Hongbin,No subdivisions info,No subdivisions info,1964,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2377,2405,1100,Manufatura,Cao Kejian,60,China,Quzhou,Compressores de ar,China,Masc,1962-04-10,Cao,Kejian,No subdivisions info,No subdivisions info,1962,4,10,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2378,2405,1100,Alimentos e bebidas,Giuliana Caprotti,82,Italy,Milan,Supermercados,Italy,Fem,1940-11-21,Caprotti,Giuliana,No subdivisions info,No subdivisions info,1940,11,21,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
2379,2405,1100,Alimentos e bebidas,Marina Caprotti,45,Italy,Milan,Supermercados,Italy,Fem,1978-01-17,Caprotti,Marina,No subdivisions info,No subdivisions info,1978,1,17,110.62,0.6,2001244392042,61.9,101.9,82.9,24.3,59.1,60297396,41.87194,12.56738,Europe
2380,2405,1100,Tecnologia,Chang Jing,40,China,Beijing,Tecnologia,China,Masc,1982-08-01,Chang,Jing,No subdivisions info,No subdivisions info,1982,8,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2381,2405,1100,Saúde,Chen Baohua,61,China,Linhai,Produtos farmacêuticos,China,Masc,1962-01-01,Chen,Baohua,No subdivisions info,No subdivisions info,1962,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2382,2405,1100,Energia,Gang Chen,55,China,Guangzhou,Energia solar,China,Masc,1968-01-01,Chen,Gang,No subdivisions info,No subdivisions info,1968,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2383,2405,1100,Logística,Liying Chen,47,China,Shanghai,Entrega de pacotes,China,Fem,1975-10-30,Chen,Liying,No subdivisions info,No subdivisions info,1975,10,30,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2385,2405,1100,Manufatura,Chen Xueling,55,China,Shantou,Papelaria,China,Fem,1967-10-16,Chen,Xueling,No subdivisions info,No subdivisions info,1967,10,16,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2386,2405,1100,Alimentos e bebidas,Cheng Lili,58,China,Changzhou,Criação de aves,China,Masc,1965-01-01,Cheng,Lili,No subdivisions info,No subdivisions info,1965,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2387,2405,1100,Tecnologia,Weili Dai,61,United States,Las Vegas,Semicondutores,United States,Fem,1961-09-14,Dai,Weili,Nevada,West,1961,9,14,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2388,2405,1100,Alimentos e bebidas,Carmen Daurella Aguilera,70,Spain,Barcelona,Engarrafadora da Coca-Cola,Spain,Fem,1952-07-01,Daurella Aguilera,Carmen,No subdivisions info,No subdivisions info,1952,7,1,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,Europe
2389,2405,1100,Manufatura,Deng Yingzhong,72,China,Zhongshan,Papel,China,Masc,1951-01-01,Deng,Yingzhong,No subdivisions info,No subdivisions info,1951,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2390,2405,1100,Finanças e investimentos,Shlomo Eliahu,87,Israel,Tel Aviv,Seguros,Israel,Masc,1936-01-18,Eliahu,Shlomo,No subdivisions info,No subdivisions info,1936,1,18,108.15,0.8,395098666122,63.4,104.9,82.8,23.1,25.3,9053300,31.046051,34.851612,Asia
2391,2405,1100,Finanças e investimentos,Henry Engelhardt,65,United Kingdom,Cardiff,Seguros,United States,Masc,1958-01-17,Engelhardt,Henry,No subdivisions info,No subdivisions info,1958,1,17,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2392,2405,1100,Serviços,Gabriel Escarrer,88,Spain,Palma de Majorca,Hotéis,Spain,Masc,1935-03-02,Escarrer,Gabriel,No subdivisions info,No subdivisions info,1935,3,2,110.96,0.7,1394116310769,88.9,102.7,83.3,14.2,47.0,47076781,40.463667,-3.74922,Europe
2393,2405,1100,Manufatura,Daniel Feffer,63,Brazil,São Paulo,Papel e celulose,Brazil,Masc,1959-10-28,Feffer,Daniel,No subdivisions info,No subdivisions info,1959,10,28,167.4,3.7,1839758040766,51.3,115.4,75.7,14.2,65.1,212559417,-14.235004,-51.92528,South America
2394,2405,1100,Telecomunicações,Gleb Fetisov,56,Cyprus,Limassol,Investimentos,Russia,Masc,1966-06-05,Fetisov,Gleb,No subdivisions info,No subdivisions info,1966,6,5,102.51,0.3,24564647935,75.9,99.3,80.8,24.5,22.4,1198575,35.126413,33.429859,Europe
2395,2405,1100,Moda e varejo,Paul Fireman,79,United States,Brookline,Reebok,United States,Masc,1944-02-14,Fireman,Paul,Massachusetts,Northeast,1944,2,14,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2396,2405,1100,Moda e varejo,Robert Fisher,69,United States,San Francisco,Gap,United States,Masc,1953-08-01,Fisher,Robert,California,West,1953,8,1,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2397,2405,1100,Moda e varejo,Bernd Freier,66,Germany,Rottendorf,Varejo de moda,Germany,Masc,1957-01-01,Freier,Bernd,No subdivisions info,No subdivisions info,1957,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
2398,2405,1100,Manufatura,Donald Friese,82,United States,Los Angeles,Manufatura,United States,Masc,1940-10-03,Friese,Donald,California,West,1940,10,3,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2399,2405,1100,Saúde,Gan Zhongru,74,China,Beijing,Farmacêutico,China,Masc,1948-07-01,Gan,Zhongru,No subdivisions info,No subdivisions info,1948,7,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2400,2405,1100,Moda e varejo,Rahul Gautam,70,India,Delhi,Colchões,India,Masc,1952-11-18,Gautam,Rahul,No subdivisions info,No subdivisions info,1952,11,18,180.44,7.7,2611000000000,28.1,113.0,69.4,11.2,49.7,1366417754,20.593684,78.96288,Asia
2401,2405,1100,Finanças e investimentos,David Golub,60,United States,New York,Patrimônio privado,United States,Masc,1962-04-16,Golub,David,New York,Northeast,1962,4,16,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2402,2405,1100,Imobiliário,Pavel Golubkov,47,Russia,Moscow,"Construção, desenvolvimento",Russia,Masc,1976-03-13,Golubkov,Pavel,No subdivisions info,No subdivisions info,1976,3,13,180.75,4.5,1699876578871,81.9,102.6,72.7,11.4,46.2,144373535,61.52401,105.318756,Europe
2403,2405,1100,Moda e varejo,Cristina Green,63,United Kingdom,London,Varejo de moda,United Kingdom,Fem,1960-01-01,Green,Cristina,No subdivisions info,No subdivisions info,1960,1,1,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2404,2405,1100,Moda e varejo,Philip Green,63,United Kingdom,London,Varejo de moda,United Kingdom,Masc,1960-01-01,Green,Philip,No subdivisions info,No subdivisions info,1960,1,1,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2405,2405,1100,Energia,Said Gutseriev,34,United Kingdom,London,"Varejo, investimentos",Russia,Masc,1988-04-18,Gutseriev,Said,No subdivisions info,No subdivisions info,1988,4,18,119.62,1.7,2827113184696,60.0,101.2,81.3,25.5,30.6,66834405,55.378051,-3.435973,Europe
2407,2405,1100,Alimentos e bebidas,He Zuxun,57,China,Kunming,Criação de porcos,China,Masc,1965-10-28,He,Zuxun,No subdivisions info,No subdivisions info,1965,10,28,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2408,2405,1100,Finanças e investimentos,Christian Herz,65,Germany,Hamburg,Café,Germany,Masc,1958-01-01,Herz,Christian,No subdivisions info,No subdivisions info,1958,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
2409,2405,1100,Finanças e investimentos,Michaela Herz,65,Germany,Hamburg,Café,Germany,Fem,1958-01-01,Herz,Michaela,No subdivisions info,No subdivisions info,1958,1,1,112.85,1.4,3845630030824,70.2,104.0,80.9,11.5,48.8,83132799,51.165691,10.451526,Europe
2410,2405,1100,Tecnologia,David Hindawi,78,United States,Seattle,Software,United States,Masc,1944-12-08,Hindawi,David,Washington,West,1944,12,8,117.24,7.5,21427700000000,88.2,101.8,78.5,9.6,36.6,328239523,37.09024,-95.712891,North America
2411,2405,1100,Tecnologia,Huang Shan,52,China,Shenzhen,Software,China,Masc,1970-08-09,Huang,Shan,No subdivisions info,No subdivisions info,1970,8,9,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
2412,2405,1100,Tecnologia,Huang Xiaofen & family,61,China,Shenzhen,Placas de circuito impresso,China,Fem,1962-01-01,Huang,Xiaofen,No subdivisions info,No subdivisions info,1962,1,1,125.08,2.9,19910000000000,50.6,100.2,77.0,9.4,59.2,1397715000,35.86166,104.195397,Asia
